

"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Mauritius",137,"Harvested irrigated permanent crop area: Citrus",4362,2002,0.042,"","",""
"Mexico",138,"Harvested irrigated temporary crop area: Wheat",4345,1995,651.9,"","",""
"Mexico",138,"Harvested irrigated temporary crop area: Wheat",4345,2007,597.0,"L","",""
"Mexico",138,"Harvested irrigated temporary crop area: Rice",4346,1995,41.89,"","",""
"Mexico",138,"Harvested irrigated temporary crop area: Rice",4346,2007,66.0,"L","",""
"Mexico",138,"Harvested irrigated temporary crop area: Barley",4347,2007,195.0,"L","",""
"Mexico",138,"Harvested irrigated temporary crop area: Maize",4348,1995,1428.0,"","",""
"Mexico",138,"Harvested irrigated temporary crop area: Maize",4348,2007,1349.0,"L","",""
"Mexico",138,"Harvested irrigated temporary crop area: Sorghum",4350,1995,319.9,"","",""
"Mexico",138,"Harvested irrigated temporary crop area: Sorghum",4350,2007,718.0,"L","",""
"Mexico",138,"Harvested irrigated temporary crop area: Other cereals",4351,2007,55.0,"L","",""
"Mexico",138,"Harvested irrigated temporary crop area: Other cereals",4351,2009,3208.0,"K","[71]",""
"Mexico",138,"Harvested irrigated temporary crop area: Vegetables",4360,2006,562.2,"K","[72]",""
"Mexico",138,"Harvested irrigated temporary crop area: Vegetables",4360,2009,513.9,"K","[73]",""
"Mexico",138,"Harvested irrigated temporary crop area: Soybeans",4371,2006,85.71,"K","[74]",""
"Mexico",138,"Harvested irrigated temporary crop area: Soybeans",4371,2009,76.84,"K","[75]",""
"Mexico",138,"Harvested irrigated temporary crop area: Leguminous crops",4359,1995,300.0,"","",""
"Mexico",138,"Harvested irrigated temporary crop area: Sugarcane",4357,1995,220.9,"","",""
"Mexico",138,"Harvested irrigated temporary crop area: Sugarcane",4357,2006,321.3,"K","[76]",""
"Mexico",138,"Harvested irrigated temporary crop area: Sugarcane",4357,2009,258.5,"K","[77]",""
"Mexico",138,"Harvested irrigated temporary crop area: Fodder",4369,1995,243.8,"","",""
"Mexico",138,"Harvested irrigated temporary crop area: Cotton",4367,2006,110.9,"K","[78]",""
"Mexico",138,"Harvested irrigated temporary crop area: Cotton",4367,2009,157.8,"K","[79]",""
"Mexico",138,"Harvested irrigated temporary crop area: Flowers",4376,2006,9.474,"K","[80]",""
"Mexico",138,"Harvested irrigated temporary crop area: Flowers",4376,2009,8.033,"K","[81]",""
"Mexico",138,"Harvested irrigated temporary crop area: Other crops",4377,1995,220.9,"","",""
"Mexico",138,"Harvested irrigated temporary crop area: Other crops",4377,2006,105.6,"K","[82]",""
"Mexico",138,"Harvested irrigated temporary crop area: Other crops",4377,2009,62.03,"K","[83]",""
"Mexico",138,"Harvested irrigated permanent crop area: Citrus",4362,2006,195.0,"K","[84]",""
"Mexico",138,"Harvested irrigated permanent crop area: Citrus",4362,2009,182.3,"K","[85]",""
"Mexico",138,"Harvested irrigated permanent crop area: Other fruits",4524,2006,280.4,"K","[86]",""
"Mexico",138,"Harvested irrigated permanent crop area: Other fruits",4524,2009,299.4,"K","[87]",""
"Mexico",138,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2006,935.3,"K","[88]",""
"Mexico",138,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2009,1200.0,"K","[89]",""
"Mongolia",141,"Harvested irrigated temporary crop area: Wheat",4345,1993,8.5,"I","",""
"Mongolia",141,"Harvested irrigated temporary crop area: Vegetables",4360,1993,3.5,"I","",""
"Mongolia",141,"Harvested irrigated temporary crop area: Potatoes",4352,1993,4.0,"I","",""
"Mongolia",141,"Harvested irrigated temporary crop area: Fodder",4369,1993,18.0,"I","",""
"Mongolia",141,"Harvested irrigated permanent crop area: Other fruits",4524,1993,1.0,"I","",""
"Montenegro",273,"Harvested irrigated temporary crop area: Other crops",4377,2010,0.009,"","",""
"Montenegro",273,"Harvested irrigated permanent crop area: Grapes",4523,2010,2.301,"","",""
"Montenegro",273,"Harvested irrigated permanent crop area: Other fruits",4524,2010,0.102,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Wheat",4345,2000,371.4,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Wheat",4345,2004,353.0,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Wheat",4345,2011,370.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Rice",4346,2000,8.2,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Rice",4346,2004,7.8,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Rice",4346,2011,20.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Barley",4347,2000,98.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Barley",4347,2004,93.2,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Maize",4348,2000,51.1,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Maize",4348,2004,59.8,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Maize",4348,2011,70.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Other cereals",4351,1990,410.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Other cereals",4351,2011,80.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Vegetables",4360,1990,140.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Vegetables",4360,2000,141.4,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Vegetables",4360,2004,201.7,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Vegetables",4360,2011,209.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Soybeans",4371,2000,6.9,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Groundnuts",4372,2000,6.6,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sesame",4374,2000,3.2,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sunflower",4373,2000,12.2,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sunflower",4373,2004,11.6,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Potatoes",4352,2000,38.5,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Potatoes",4352,2004,36.6,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Leguminous crops",4359,1990,89.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Leguminous crops",4359,2000,37.4,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Leguminous crops",4359,2004,35.5,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Leguminous crops",4359,2011,15.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sugar beet",4358,2000,75.4,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sugar beet",4358,2004,71.7,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sugar beet",4358,2011,44.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sugarcane",4357,1990,15.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sugarcane",4357,2000,23.4,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sugarcane",4357,2004,22.2,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Sugarcane",4357,2011,11.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Fodder",4369,1990,100.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Fodder",4369,2000,150.9,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Fodder",4369,2004,150.9,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Fodder",4369,2011,200.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Cotton",4367,1990,16.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Cotton",4367,2000,7.9,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Cotton",4367,2004,7.5,"I","",""
"Morocco",143,"Harvested irrigated temporary crop area: Flowers",4376,2000,0.8,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Other crops",4377,1990,117.0,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Other crops",4377,2000,70.8,"","",""
"Morocco",143,"Harvested irrigated temporary crop area: Other crops",4377,2011,23.0,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Bananas",4361,2000,2.5,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Citrus",4362,2000,77.8,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Citrus",4362,2004,73.9,"I","",""
"Morocco",143,"Harvested irrigated permanent crop area: Citrus",4362,2011,101.0,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Other fruits",4524,2004,128.7,"I","",""
"Morocco",143,"Harvested irrigated permanent crop area: Other fruits",4524,2011,147.0,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Olives",4525,2000,197.1,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Olives",4525,2004,184.4,"I","",""
"Morocco",143,"Harvested irrigated permanent crop area: Olives",4525,2011,330.0,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Oil palm",4370,2011,70.0,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2000,6.5,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2004,6.5,"I","",""
"Morocco",143,"Harvested irrigated permanent crop area: Grass and Fodder",4522,2011,21.0,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Other crops",4378,1990,186.0,"","",""
"Morocco",143,"Harvested irrigated permanent crop area: Other crops",4378,2000,130.8,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Rice",4346,1985,16.0,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Rice",4346,1995,18.0,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Rice",4346,2001,4.13,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Rice",4346,2010,6.2,"K","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Maize",4348,1985,10.0,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Maize",4348,1995,10.0,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Maize",4348,2001,5.0,"L","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Vegetables",4360,2001,7.011,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Vegetables",4360,2010,11.2,"K","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Sugarcane",4357,1985,13.0,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Sugarcane",4357,2001,23.86,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Sugarcane",4357,2010,37.2,"K","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Tobacco",4366,2001,0.445,"","",""
"Mozambique",144,"Harvested irrigated temporary crop area: Other crops",4377,2010,7.4,"K","",""
"Mozambique",144,"Harvested irrigated permanent crop area: Citrus",4362,2001,0.37,"","",""
"Mozambique",144,"Harvested irrigated permanent crop area: Other crops",4378,1985,2.0,"","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Wheat",4345,1995,21.14,"","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Wheat",4345,2006,77.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Rice",4346,1995,1592.0,"","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Rice",4346,2006,1918.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Maize",4348,1995,6.11,"","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Maize",4348,2006,22.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Vegetables",4360,2006,50.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Sesame",4374,1995,71.21,"","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Sesame",4374,2006,79.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Potatoes",4352,2006,6.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Leguminous crops",4359,1995,41.3,"","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Leguminous crops",4359,2006,220.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Sugarcane",4357,1995,7.036,"","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Sugarcane",4357,2006,62.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Cotton",4367,2006,108.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Tobacco",4366,2006,2.0,"L","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Other crops",4377,1995,126.4,"","",""
"Myanmar",28,"Harvested irrigated temporary crop area: Other crops",4377,2006,200.0,"L","",""
"Myanmar",28,"Harvested irrigated permanent crop area: Other fruits",4524,2006,31.0,"L","",""
"Myanmar",28,"Harvested irrigated permanent crop area: Other crops",4378,1995,0.0,"","",""
"Myanmar",28,"Harvested irrigated permanent crop area: Other crops",4378,1998,25.0,"L","",""
"Namibia",147,"Harvested irrigated temporary crop area: Wheat",4345,1991,1.1,"","",""
"Namibia",147,"Harvested irrigated temporary crop area: Wheat",4345,2002,1.4,"I","",""
"Namibia",147,"Harvested irrigated temporary crop area: Maize",4348,1991,2.2,"","",""
"Namibia",147,"Harvested irrigated temporary crop area: Maize",4348,2002,2.7,"I","",""
"Namibia",147,"Harvested irrigated temporary crop area: Vegetables",4360,1991,0.25,"","",""
"Namibia",147,"Harvested irrigated temporary crop area: Vegetables",4360,2002,0.7,"I","",""
"Namibia",147,"Harvested irrigated temporary crop area: Fodder",4369,1991,1.4,"","",""
"Namibia",147,"Harvested irrigated temporary crop area: Fodder",4369,2002,1.7,"I","",""
"Namibia",147,"Harvested irrigated temporary crop area: Cotton",4367,1991,0.56,"","",""
"Namibia",147,"Harvested irrigated temporary crop area: Cotton",4367,2002,0.673,"I","",""
"Namibia",147,"Harvested irrigated temporary crop area: Other crops",4377,1991,0.332,"","",""
"Namibia",147,"Harvested irrigated temporary crop area: Other crops",4377,2002,0.4,"I","[90]",""
"Namibia",147,"Harvested irrigated permanent crop area: Oil palm",4370,1991,0.15,"","",""
"Namibia",147,"Harvested irrigated permanent crop area: Other crops",4378,1991,0.15,"","",""
"Nepal",149,"Harvested irrigated temporary crop area: Wheat",4345,2006,645.0,"L","",""
"Nepal",149,"Harvested irrigated temporary crop area: Rice",4346,2006,526.0,"L","",""
"Nepal",149,"Harvested irrigated temporary crop area: Maize",4348,2006,580.0,"L","",""
"Nepal",149,"Harvested irrigated temporary crop area: Vegetables",4360,2006,31.0,"L","",""
"Nepal",149,"Harvested irrigated temporary crop area: Sugarcane",4357,2006,33.0,"L","",""
"Nepal",149,"Harvested irrigated temporary crop area: Fodder",4369,2006,58.0,"L","",""
"Nepal",149,"Harvested irrigated temporary crop area: Other crops",4377,2006,36.0,"L","[91]",""
"Netherlands",150,"Harvested irrigated temporary crop area: Wheat",4345,2003,0.0,"E","",""
"Netherlands",150,"Harvested irrigated temporary crop area: Maize",4348,2003,0.61,"E","",""
"Netherlands",150,"Harvested irrigated temporary crop area: Maize",4348,2008,31.0,"I","",""
"Netherlands",150,"Harvested irrigated temporary crop area: Vegetables",4360,2008,40.9,"I","",""
"Netherlands",150,"Harvested irrigated temporary crop area: Sunflower",4373,2003,0.0,"E","",""
"Netherlands",150,"Harvested irrigated temporary crop area: Potatoes",4352,2003,8.39,"E","",""
"Netherlands",150,"Harvested irrigated temporary crop area: Potatoes",4352,2008,55.0,"I","",""
"Netherlands",150,"Harvested irrigated temporary crop area: Sugar beet",4358,2003,2.39,"E","",""
"Netherlands",150,"Harvested irrigated temporary crop area: Sugar beet",4358,2008,16.0,"I","",""
"Netherlands",150,"Harvested irrigated permanent crop area: Other fruits",4524,2008,15.4,"I","",""
"Netherlands",150,"Harvested irrigated permanent crop area: Other crops",4378,2003,4.73,"E","",""
"New Zealand",156,"Harvested irrigated temporary crop area: Wheat",4345,2007,28.8,"I","",""
"New Zealand",156,"Harvested irrigated temporary crop area: Other cereals",4351,2007,23.0,"I","",""
"New Zealand",156,"Harvested irrigated temporary crop area: Vegetables",4360,2007,27.1,"I","",""
"New Zealand",156,"Harvested irrigated temporary crop area: Fodder",4369,2007,72.4,"I","",""
"New Zealand",156,"Harvested irrigated temporary crop area: Flowers",4376,2007,3.3,"I","",""
"New Zealand",156,"Harvested irrigated permanent crop area: Grapes",4523,2007,22.2,"I","",""
"New Zealand",156,"Harvested irrigated permanent crop area: Other fruits",4524,2007,21.4,"I","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Rice",4346,1990,18.1,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Rice",4346,2011,41.64,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Maize",4348,2011,1.309,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Sorghum",4350,2011,0.258,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Soybeans",4371,2011,0.006,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Groundnuts",4372,2011,0.91,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Sesame",4374,2011,0.033,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Leguminous crops",4359,2011,0.847,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Sugarcane",4357,1990,20.6,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Sugarcane",4357,2011,63.45,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Fodder",4369,1990,2.3,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Cotton",4367,2011,0.001,"","",""
"Nicaragua",157,"Harvested irrigated temporary crop area: Tobacco",4366,2011,1.88,"","",""
"Nicaragua",157,"Harvested irrigated permanent crop area: Plantains",4356,2011,20.34,"","",""
"Nicaragua",157,"Harvested irrigated permanent crop area: Bananas",4361,1990,2.1,"","",""
"Nicaragua",157,"Harvested irrigated permanent crop area: Bananas",4361,2011,13.46,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Wheat",4345,1990,1.0,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Wheat",4345,1997,0.79,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Wheat",4345,2011,0.203,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Rice",4346,1990,29.0,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Rice",4346,1997,14.21,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Rice",4346,2011,13.54,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Maize",4348,2011,0.419,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Millet",4349,2011,1.194,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Sorghum",4350,2011,1.543,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Other cereals",4351,1997,2.215,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Vegetables",4360,1997,0.419,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Vegetables",4360,2011,0.16,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2011,0.064,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Cassava",4354,2011,0.146,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Leguminous crops",4359,2011,0.01,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Sugarcane",4357,2011,0.053,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Cotton",4367,1990,2.5,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Cotton",4367,1997,1.644,"","",""
"Niger",158,"Harvested irrigated temporary crop area: Cotton",4367,2011,0.415,"","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Wheat",4345,1989,50.0,"","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Wheat",4345,1999,19.0,"","[92]",""
"Nigeria",159,"Harvested irrigated temporary crop area: Wheat",4345,2004,19.0,"I","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Rice",4346,1989,714.0,"","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Rice",4346,1999,7.0,"","[93]",""
"Nigeria",159,"Harvested irrigated temporary crop area: Rice",4346,2004,14.0,"I","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Maize",4348,1989,20.0,"","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Maize",4348,1999,19.0,"","[94]",""
"Nigeria",159,"Harvested irrigated temporary crop area: Maize",4348,2004,19.0,"I","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Vegetables",4360,1989,137.0,"","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Vegetables",4360,1999,64.0,"","[95]",""
"Nigeria",159,"Harvested irrigated temporary crop area: Vegetables",4360,2004,117.0,"I","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Potatoes",4352,1989,26.0,"","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Potatoes",4352,1999,4.0,"","[96]",""
"Nigeria",159,"Harvested irrigated temporary crop area: Potatoes",4352,2004,24.0,"I","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Sugarcane",4357,1999,19.0,"","[97]",""
"Nigeria",159,"Harvested irrigated temporary crop area: Sugarcane",4357,2004,25.0,"I","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Cotton",4367,1999,8.0,"","[98]",""
"Nigeria",159,"Harvested irrigated temporary crop area: Cotton",4367,2004,8.0,"I","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Other crops",4377,1989,3.0,"","",""
"Nigeria",159,"Harvested irrigated temporary crop area: Other crops",4377,1999,24.0,"","[99]",""
"North Macedonia",154,"Harvested irrigated temporary crop area: Other cereals",4351,2007,27.03,"","",""
"North Macedonia",154,"Harvested irrigated temporary crop area: Vegetables",4360,2007,15.96,"","",""
"North Macedonia",154,"Harvested irrigated temporary crop area: Fodder",4369,2007,6.892,"","",""
"North Macedonia",154,"Harvested irrigated temporary crop area: Tobacco",4366,2007,5.055,"","",""
"North Macedonia",154,"Harvested irrigated temporary crop area: Other crops",4377,2007,1.761,"","",""
"North Macedonia",154,"Harvested irrigated permanent crop area: Grapes",4523,2007,11.87,"","",""
"North Macedonia",154,"Harvested irrigated permanent crop area: Other fruits",4524,2007,6.739,"","",""
"Norway",162,"Harvested irrigated temporary crop area: Barley",4347,2007,28.8,"I","",""
"Norway",162,"Harvested irrigated temporary crop area: Other cereals",4351,2007,14.3,"I","",""
"Norway",162,"Harvested irrigated temporary crop area: Vegetables",4360,2007,1.8,"I","",""
"Norway",162,"Harvested irrigated temporary crop area: Potatoes",4352,2007,5.0,"I","",""
"Norway",162,"Harvested irrigated temporary crop area: Other crops",4377,2007,3.3,"I","",""
"Norway",162,"Harvested irrigated permanent crop area: Other fruits",4524,2007,1.8,"I","",""
"Oman",221,"Harvested irrigated temporary crop area: Wheat",4345,1993,0.6,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Wheat",4345,2007,0.3105,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Barley",4347,1993,1.3,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Barley",4347,2007,1.171,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Maize",4348,2004,1.6,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Millet",4349,2004,0.001,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Sorghum",4350,2007,2.346,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Other cereals",4351,1993,3.0,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Other cereals",4351,2007,3.256,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Vegetables",4360,1993,5.7,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Vegetables",4360,2007,5.229,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Soybeans",4371,2004,1.0E-4,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Sesame",4374,2004,1.0E-4,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Potatoes",4352,2007,0.3097,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2004,0.1775,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Cassava",4354,2004,1.0E-4,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Other roots and tubers",4355,2004,0.001,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Leguminous crops",4359,2004,0.232,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Sugar beet",4358,2004,0.006,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Sugarcane",4357,2007,0.0399,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Fodder",4369,1993,17.33,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Fodder",4369,2007,15.82,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Tobacco",4366,2004,0.2467,"","",""
"Oman",221,"Harvested irrigated temporary crop area: Other crops",4377,2004,1.378,"","",""
"Oman",221,"Harvested irrigated permanent crop area: Plantains",4356,2004,0.0,"","",""
"Oman",221,"Harvested irrigated permanent crop area: Bananas",4361,2007,2.436,"","",""
"Oman",221,"Harvested irrigated permanent crop area: Citrus",4362,2007,1.232,"","",""
"Oman",221,"Harvested irrigated permanent crop area: Coconuts",4375,2007,0.4492,"","",""
"Oman",221,"Harvested irrigated permanent crop area: Other crops",4378,1993,43.0,"","",""
"Oman",221,"Harvested irrigated permanent crop area: Other crops",4378,2007,34.49,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Wheat",4345,1975,4762.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Wheat",4345,1980,5516.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Wheat",4345,1985,5973.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Wheat",4345,1992,6497.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Wheat",4345,2008,7335.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Rice",4346,2008,2515.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Barley",4347,2008,81.99,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Maize",4348,2008,946.5,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Millet",4349,2008,477.5,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Sorghum",4350,2008,253.3,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Vegetables",4360,2008,352.7,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Soybeans",4371,2008,0.049,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Groundnuts",4372,2008,9.012,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Sesame",4374,2008,69.92,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Sunflower",4373,2008,397.3,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Potatoes",4352,2008,154.3,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Sweet potatoes",4353,2008,0.88,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Leguminous crops",4359,2008,1006.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Sugar beet",4358,2008,1.9,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Sugarcane",4357,2008,1241.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Fodder",4369,2008,2460.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Cotton",4367,2008,3054.0,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Tobacco",4366,2008,51.4,"","",""
"Pakistan",165,"Harvested irrigated temporary crop area: Other crops",4377,2008,248.4,"","",""
"Pakistan",165,"Harvested irrigated permanent crop area: Bananas",4361,2008,35.56,"","",""
"Pakistan",165,"Harvested irrigated permanent crop area: Citrus",4362,2008,199.4,"","",""
"Pakistan",165,"Harvested irrigated permanent crop area: Other crops",4378,2008,560.0,"","",""
"Palestine",299,"Harvested irrigated temporary crop area: Vegetables",4360,1997,12.76,"","",""
